Date,Headline,Headline_preprocessed,Sentiment
2023-06-01T12:24:08Z,Only 8% Of Netflix Password Moochers Plan To Pay For Their Own Subscription,8 % netflix password moocher plan pay subscript,Neutral
2023-05-11T23:12:00Z,"5 of Netflix’s grittiest, must-watch crime series that I can’t recommend enough","5 netflix ’ grittiest , must-watch crime seri ’ recommend enough",Neutral
2023-05-25T12:30:02Z,Netflix’s Dumb Password Sharing Crackdown Will Cost You $8 Per Moocher,netflix ’ dumb password share crackdown cost $ 8 per moocher,Negative
2023-05-13T22:01:03Z,5 characters we think will die in Stranger Things season 5,5 charact think die stranger thing season 5,Neutral
2023-05-05T01:07:02Z,Jennifer Lopez raves about husband and 'amazing dad' Ben Affleck: 'Brings tears to my eyes',jennif lopez rave husband 'amaz dad ' ben affleck : 'bring tear eye ',Neutral
2023-05-10T12:45:36Z,Vous n’avez pas encore vu Stranger Things: The Experience ? Le prix du billet vient de baisser de 20% !,vou n ’ avez pa encor vu stranger thing : experi ? le prix du billet vient de baisser de 20 % !,Neutral
2023-05-14T10:02:00Z,5 películas sobre maternidad atípicas para celebrar el Día de la Madre,5 película sobr maternidad atípica para celebrar el día de la madr,Neutral
2023-05-04T08:01:00Z,Cómo compartir cuenta de DAZN,cómo compartir cuenta de dazn,Neutral
2023-05-22T08:30:33Z,Fubar (Netflix) : 3 choses à savoir sur le retour d’Arnold Schwarzenegger,fubar ( netflix ) : 3 chose à savoir sur le retour ’ arnold schwarzenegg,Positive
2023-05-26T07:00:15Z,"Séries, films : voici le programme de Netflix, Disney+ et Prime Video en juin 2023","séri , film : voici le programm de netflix , disney+ et prime video en juin 2023",Neutral
2023-05-21T08:00:36Z,Apple : les services rapportent plus que Coca-Cola et Netflix réunis,appl : le servic rapport plu que coca-cola et netflix réuni,Neutral
2023-06-01T10:30:18Z,13 new Android games released May 2023 — from World of Goo to Torchlight Infinite,13 new android game releas may 2023 — world goo torchlight infinit,Negative
2023-05-15T16:02:18Z,Why use of AI is a major sticking point in the ongoing writers' strike,use ai major stick point ongo writer ' strike,Positive
2023-05-08T13:30:57Z,„Love is Blind“: Netflix kündigt deutschsprachigen Ableger an,„ love blind “ : netflix kündigt deutschsprachigen ableg,Neutral
2023-05-26T17:00:25Z,„Schlafende Hunde“: Thriller-Serie startet am 22.06.2023 bei Netflix (Trailer),„ schlafend hund “ : thriller-seri startet 22.06.2023 bei netflix ( trailer ),Neutral
2023-05-23T19:31:27Z,Netflix: Zusatzkosten für Passwort-Sharing starten in den USA,netflix : zusatzkosten für passwort-shar starten den usa,Neutral
2023-05-24T13:30:00Z,Netflix vs. Disney: Who’s the Leader in Streaming Now?,netflix vs. disney : ’ leader stream ?,Neutral
2023-05-15T17:00:00Z,Wednesday Spins Up Spooky Sounds on a New Purple Vinyl,wednesday spin spooki sound new purpl vinyl,Positive
2023-06-02T01:02:35Z,The WGA’s Latest Netflix Shutdown Was CEO Pay Packages,wga ’ latest netflix shutdown ceo pay packag,Positive
2023-05-02T12:30:37Z,"Hora de volver a Konoha: el anime de 'Naruto' ya ha llegado a Netflix, aunque tendremos que esperar para ver el final","hora de volver konoha : el anim de 'naruto ' ya ha llegado netflix , aunqu tendremo que esperar para ver el final",Neutral
2023-05-24T16:42:09Z,Netflix : tout comprendre à la fin du partage de compte,netflix : tout comprendr à la fin du partag de compt,Neutral
2023-05-12T14:56:00Z,Actualité : Black Mirror (Netflix) : on connaît les intrigues et les titres des épisodes de la saison 6,actualité : black mirror ( netflix ) : connaît le intrigu et le titr de épisod de la saison 6,Negative
2023-05-10T16:01:36Z,El nuevo bombazo de Netflix es una película de acción que ya está entre las más vistas de toda la historia de la plataforma,el nuevo bombazo de netflix e una película de acción que ya está entr la má vista de toda la historia de la plataforma,Neutral
2023-05-13T10:22:38Z,Netflix cancela una de sus series de ciencia ficción y fantasía más aplaudidas por crítica y público: no habrá temporada 2 de 'Agencia Lockwood',netflix cancela una de su seri de ciencia ficción fantasía má aplaudida por crítica público : habrá temporada 2 de 'agencia lockwood ',Neutral
2023-05-31T13:23:00Z,Black Mirror Season 6 Trailer Shows Off Five Chilling Nightmares,black mirror season 6 trailer show five chill nightmar,Negative
2023-05-15T15:00:37Z,Niki Caro and Joseph Fiennes discuss Netflix’s action thriller The Mother,niki caro joseph fienn discus netflix ’ action thriller mother,Positive
2023-05-07T16:36:33Z,So many bad takes. Learn from the Prime Video microservices to monolith story,mani bad take . learn prime video microservic monolith stori,Negative
2023-05-03T15:16:44Z,En Mi Electro están de oferta estas cinco increíbles televisiones para ver Apple TV+ o Netflix en alta calidad 4K,en mi electro están de oferta esta cinco increíbl television para ver appl tv+ netflix en alta calidad 4k,Neutral
2023-06-01T11:36:26Z,Apple TV+ adelanta por la derecha a todos los servicios en Reino Unido: crece un 14% mientras Netflix pierde suscriptores,appl tv+ adelanta por la derecha todo lo servicio en reino unido : crece un 14 % mientra netflix pierd suscriptor,Neutral
2023-05-02T13:26:39Z,Los guionistas de Hollywood van a huelga: esto es lo que ocurre,lo guionista de hollywood van huelga : esto e lo que ocurr,Neutral
2023-05-10T23:26:30Z,Disney+ cambia de estrategia: comenzará a retirar contenidos y producirá menos,disney+ cambium de estrategia : comenzará retirar contenido producirá meno,Neutral
2023-05-10T14:05:30Z,‘Beetlejuice 2’ ya tiene fecha de estreno confirmada,‘ beetlejuic 2 ’ ya tien fecha de estreno confirmada,Neutral
2023-05-31T17:49:29Z,Вышел трейлер шестого сезона «Черного зеркала» с Сальмой Хайек,вышел трейлер шестого сезона « черного зеркала » с сальмой хайек,Neutral
2023-05-21T17:30:00Z,Better Buy: Netflix vs. Roku,better buy : netflix vs. roku,Positive
2023-06-01T15:05:41Z,Netflix анонсировал масшатбную презентацию TUDUM — на этот раз живую,netflix анонсировал масшатбную презентацию tudum — на этот раз живую,Neutral
2023-05-31T13:40:33Z,«Чёрное зеркало» возвращается: Netflix показал трейлер шестого сезона,« чёрное зеркало » возвращается : netflix показал трейлер шестого сезона,Neutral
2023-05-07T14:01:12Z,El Apple Arcade de Android no es Play Pass: Netflix adelanta a Google con un catálogo de juegos impresionante,el appl arcad de android e play pas : netflix adelanta googl con un catálogo de juego impresionant,Neutral
2023-05-26T11:17:45Z,Fans watched 795 million minutes of 'Ted Lasso' in one week,fan watch 795 million minut 'ted lasso ' one week,Neutral
2023-05-07T13:33:00Z,"Netflix: Buy, Sell, or Hold?","netflix : buy , sell , hold ?",Neutral
2023-05-17T01:07:00Z,Watch all 6 of these series before you complain there’s nothing good on Netflix anymore,watch 6 seri complain ’ noth good netflix anymor,Positive
2023-05-21T13:30:05Z,'El Eternauta': todo lo que sabemos sobre la miniserie de ciencia ficción de Netflix que adapta uno de los mejores cómics de la historia,'el eternauta ' : todo lo que sabemo sobr la miniseri de ciencia ficción de netflix que adapta uno de lo mejor cómic de la historia,Neutral
2023-05-19T19:21:03Z,Debugging a FUSE deadlock in the Linux kernel,debug fuse deadlock linux kernel,Neutral
2023-05-03T12:25:21Z,Toda la gama Fire TV de nuevo en oferta: precios mínimos y superofertas para convertir cualquier tele en una smart TV,toda la gama fire tv de nuevo en oferta : precio mínimo superoferta para convertir cualquier tele en una smart tv,Positive
2023-05-11T18:55:18Z,Hypnotic review – Ben Affleck apes Inception in goofy B-movie thriller,hypnot review – ben affleck ape incept goofi b-movi thriller,Neutral
2023-05-19T16:34:58Z,Wohl dank True-Crime-Doku: Vermisstes Mädchen lebend gefunden,wohl dank true-crime-doku : vermisst mädchen lebend gefunden,Neutral
2023-05-31T19:15:55Z,"Aaron Paul, Salma Hayek and More Feature in New Trailer for ‘Black Mirror’ Season 6","aaron paul , salma hayek featur new trailer ‘ black mirror ’ season 6",Negative
2023-05-10T08:00:08Z,Queen Cleopatra review – the idea that you need a white actor is utterly insidious,queen cleopatra review – idea need white actor utterli insidi,Neutral
2023-05-27T06:00:14Z,"White House Plumbers: this Watergate drama’s cast is dazzling. Unfortunately, it’s terrible","white hous plumber : waterg drama ’ cast dazzl . unfortun , ’ terribl",Neutral
2023-05-11T08:13:01Z,Disney+ pierde cuatro millones de suscriptores globales y aplica la receta HBO: limpieza de series y unificación,disney+ pierd cuatro millon de suscriptor global aplica la receta hbo : limpieza de seri unificación,Neutral
2023-05-27T15:14:29Z,The problem with Passkeys,problem passkey,Neutral
2023-05-18T09:01:10Z,¡Ladybug viene a vencer en Netflix! Por fin tenemos fecha de estreno y tráiler para la nueva película de los superhéroes más famosos de París,¡ladybug vien vencer en netflix ! por fin tenemo fecha de estreno tráiler para la nueva película de lo superhéro má famoso de parí,Neutral
2023-05-03T09:32:00Z,'Akuma Kun' regresa este mismo año a Netflix: el nuevo anime sobrenatural ya está en marcha y tenemos un tráiler muy prometedor cargado de demonios,'akuma kun ' regresa est mismo año netflix : el nuevo anim sobrenatur ya está en marcha tenemo un tráiler muy prometedor cargado de demonio,Neutral
2023-05-04T05:00:41Z,"Queen Charlotte: A Bridgerton Story review – a ravishing, romp-packed prequel","queen charlott : bridgerton stori review – ravish , romp-pack prequel",Neutral
2023-05-20T07:00:51Z,Streaming: Cocaine Bear and the best ‘so bad they’re good’ films,stream : cocain bear best ‘ bad ’ good ’ film,Positive
2023-05-26T07:00:27Z,"No, Succession’s antiheroes don’t have hidden depths: that’s what makes it so compelling | Sarah Manvis",", success ’ antihero ’ hidden depth : ’ make compel | sarah manvi",Positive
2023-05-31T21:35:31Z,"Danny Masterson, star of That ’70s Show, found guilty of rape","danni masterson , star ’ 70 show , found guilti rape",Neutral
2023-05-04T09:00:46Z,The secret to why exercise is so good for our mental health? ‘Hope molecules’ | Devi Sridhar,secret exercis good mental health ? ‘ hope molecul ’ | devi sridhar,Positive
2023-05-23T13:01:22Z,Una mujer shogun y un Japón feudal convertido en matriarcado: Netflix fija la fecha de estreno de 'Ooku: The Inner Chambers' con un dramático tráiler,una mujer shogun un japón feudal convertido en matriarcado : netflix fija la fecha de estreno de 'ooku : inner chamber ' con un dramático tráiler,Neutral
2023-05-18T12:00:32Z,Netflix reporte la fin du partage de mots de passe,netflix report la fin du partag de mot de pas,Neutral
2023-05-21T08:00:21Z,Yellowface by Rebecca F Kuang – a wickedly funny publishing thriller,yellowfac rebecca f kuang – wickedli funni publish thriller,Neutral
2023-05-28T10:02:26Z,Netflix : peut-on contourner l’interdiction du partage de comptes ?,netflix : peut-on contourn l ’ interdict du partag de compt ?,Neutral
2023-05-18T17:50:31Z,‘Futurama’ regresará en julio: el primer teaser nos regala un interesante vistazo a la nueva (y esperada) temporada,‘ futurama ’ regresará en julio : el primer teaser no regala un interesant vistazo la nueva ( esperada ) temporada,Neutral
2023-05-26T14:00:00Z,‘Selling Sunset’ Star Bre Tiesi Is More Than Nick Cannon’s Baby Mama,‘ sell sunset ’ star bre tiesi nick cannon ’ babi mama,Neutral
2023-05-19T12:01:47Z,ABAC on SpiceDB: Enabling Netflix’s Complex Identity Types,abac spicedb : enabl netflix ’ complex ident type,Negative
2023-05-07T17:00:03Z,Formula 1 Racing 2023: How to Watch and Livestream the Miami GP Today - CNET,formula 1 race 2023 : watch livestream miami gp today - cnet,Neutral
2023-05-18T14:31:10Z,Netflix se lanza con otro exitoso cómic de fantasía: 'Nimona' ya tiene tráiler y fecha de estreno,netflix se lanza con otro exitoso cómic de fantasía : 'nimona ' ya tien tráiler fecha de estreno,Neutral
2023-05-24T21:00:00Z,The Best TV Shows And Movies Coming To Netflix In June 2023,best tv show movi come netflix june 2023,Positive
2023-05-27T20:00:10Z,The Dutch Mystery Movie That Claimed A Spot In Netflix's Top 10,dutch mysteri movi claim spot netflix 's top 10,Positive
2023-05-02T09:00:40Z,Netflix lo tiene clarísimo con 'La diplomática' y la renueva por una temporada 2. Tendremos más episodios del thriller político con Keri Russell,netflix lo tien clarísimo con 'la diplomática ' la renueva por una temporada 2. tendremo má episodio del thriller político con keri russel,Neutral
2023-05-03T22:00:47Z,"M. Night Shyamalan's After Earth Was Initially A Flop, But Has New Life On Netflix","m. night shyamalan 's earth initi flop , new life netflix",Positive
2023-05-03T17:25:52Z,"Sweet Tooth Season 3 Has Already Filmed, Will Be Its Last","sweet tooth season 3 alreadi film , last",Positive
2023-05-12T01:00:00Z,‘The Mother’ Review: Jennifer Lopez Is Mother in Niki Caro’s Slick Thriller,‘ mother ’ review : jennif lopez mother niki caro ’ slick thriller,Negative
2023-05-17T17:00:00Z,Anna Nicole to Pamela: Two Netflix Documentaries Try to Find New Context for the Blonde Bombshell as Cultural Icon,anna nicol pamela : two netflix documentari tri find new context blond bombshel cultur icon,Positive
2023-05-15T18:00:00Z,‘It Wasn’t Just a Case of Doing Cool Sh*t’: ‘The Mother’ Fight Scenes Smart,‘ ’ case cool sh * ’ : ‘ mother ’ fight scene smart,Positive
2023-05-16T16:30:00Z,One Half of Bennifer Thrived This Weekend as the Other Half Flopped,one half bennif thrive weekend half flop,Negative
2023-05-19T17:00:00Z,Hot Wheels and Realism: Crafting Stunts for ‘The Night Agent’,hot wheel realism : craft stunt ‘ night agent ’,Positive
2023-05-31T13:17:22Z,‘Black Mirror’ Season 6 Trailer: Sci-Fi Anthology Series Returns with New Cast and Release Date,‘ black mirror ’ season 6 trailer : sci-fi antholog seri return new cast releas date,Negative
2023-05-24T02:00:29Z,The French Crime Thriller That Claimed Netflix's Number 1 Spot,french crime thriller claim netflix 's number 1 spot,Neutral
2023-05-09T18:14:22Z,DAZN Joins ACE: IPTV Piracy & Billions in Losses Challenge ‘Netflix of Sport’,dazn join ace : iptv piraci & billion loss challeng ‘ netflix sport ’,Neutral
2023-05-31T06:30:05Z,Netflix droht aufgrund neuer Regelungen in Großbritannien mit der Entfernung von Inhalten,netflix droht aufgrund neuer regelungen großbritannien mit der entfernung von inhalten,Neutral
2023-05-02T12:32:07Z,Netflix Loses A Million Subscribers In Spain After Greedy Password Sharing Crackdown,netflix lose million subscrib spain greedi password share crackdown,Neutral
2023-05-23T08:45:22Z,'Mi lista' de Netflix al fin te deja distinguir lo que has visto de lo que quieres ver,'mi lista ' de netflix al fin te deja distinguir lo que visto de lo que quier ver,Neutral
2023-05-24T18:57:13Z,The Best TV Shows And Movies Leaving Netflix In June 2023,best tv show movi leav netflix june 2023,Positive
2023-05-04T16:04:56Z,Striking Writers Are on the Front Line of a Battle Between AI and Workers,strike writer front line battl ai worker,Neutral
2023-05-07T08:18:00Z,元Yahoo CEO マリッサ・メイヤー、TumblrじゃなくNetflixを買っておけばよかった,元yahoo ceo マリッサ・メイヤー、tumblrじゃなくnetflixを買っておけばよかった,Neutral
2023-05-10T14:01:36Z,Disfraza tu nombre en Netflix cuando vayas a jugar: así funciona el alias de juego y cómo configurarlo,disfraza tu nombr en netflix cuando vaya jugar : así funciona el alia de juego cómo configurarlo,Neutral
2023-05-02T14:55:07Z,"Amanda Seyfried, Quinta Brunson, and more voice support for writers' strike on the Met Gala red carpet","amanda seyfri , quinta brunson , voic support writer ' strike met gala red carpet",Neutral
2023-05-17T13:00:00Z,How the last writers' strike inspired one of 30 Rock's most memorable moments,last writer ' strike inspir one 30 rock 's memor moment,Neutral
2023-05-13T13:00:12Z,Sofa is a list-making app for escaping endless Netflix scrolling,sofa list-mak app escap endless netflix scroll,Negative
2023-05-02T21:57:00Z,"Saturday Night Live, Abbott Elementary, and other shows already impacted by the WGA strike","saturday night live , abbott elementari , show alreadi impact wga strike",Positive
2023-05-18T13:00:00Z,White Men Can’t Jump review: this remake barely hits the rim,white men ’ jump review : remak bare hit rim,Positive
2023-05-07T18:33:17Z,Stranger Things Season 5 Production Delayed Amid Writers’ Strike,stranger thing season 5 product delay amid writer ’ strike,Neutral
2023-05-18T05:44:08Z,Netflix объявил о скором выходе реалити-шоу по «Игре в кальмара»,netflix объявил о скором выходе реалити-шоу по « игре в кальмара »,Neutral
2023-05-26T13:30:00Z,Amazon Prime Video: Passwort-Sharing bleibt offiziell untersagt,amazon prime video : passwort-shar bleibt offiziel untersagt,Neutral
2023-05-19T11:37:17Z,Cuidado con este email que anuncia que te quedas sin streaming: para ‘problema de pago’ el que tendrás si le haces caso,cuidado con est email que anuncia que te queda sin stream : para ‘ problema de pago ’ el que tendrá si le hace caso,Neutral
2023-05-19T17:30:42Z,Les 10 meilleures séries basées sur des faits réels,le 10 meilleur séri basé sur de fait réel,Neutral
2023-05-19T14:33:07Z,В реалити по «Игре в кальмара» разыграют самый крупный денежный приз в истории,в реалити по « игре в кальмара » разыграют самый крупный денежный приз в истории,Neutral
2023-05-28T18:00:46Z,"A pesar de la salida de Henry Cavill, Netflix sigue confiando en The Witcher y confirma su quinta temporada","pesar de la salida de henri cavil , netflix sigu confiando en witcher confirma su quinta temporada",Neutral
2023-05-12T04:00:00Z,"Mulligan review: It's the end of the world as we know it, and this Netflix show ain't fine","mulligan review : 's end world know , netflix show ai n't fine",Positive
2023-05-24T22:00:00Z,China’s Netflix Revives HK Listing Plan After Curbing Losses,china ’ netflix reviv hk list plan curb loss,Neutral
2023-05-25T14:26:00Z,Get The New Paramount+ With Showtime Subscription For 50% Off For A Limited Time,get new paramount+ showtim subscript 50 % limit time,Positive
2023-05-29T10:01:30Z,Netflix's 'The Witcher' Renewed for Season 5,netflix 's 'the witcher ' renew season 5,Neutral
2023-05-19T18:40:52Z,"Why K-Drama Fans Will Love XO, Kitty","k-drama fan love xo , kitti",Positive
2023-05-30T14:08:27Z,Netflix : la fin du partage de compte très sévère avec les abonnés via Free ou Canal,netflix : la fin du partag de compt trè sévère avec le abonné via free ou canal,Positive
2023-05-21T16:00:05Z,"Mis nueve trucos de Netflix para móvil: códigos secretos, funciones ocultas y más","mi nuev truco de netflix para móvil : código secreto , funcion oculta má",Neutral
2023-05-10T18:55:56Z,Arnold Trailer: Schwarzenegger Teams Up With Netflix To Tell His Life Story,arnold trailer : schwarzenegg team netflix tell life stori,Neutral
2023-05-10T05:04:42Z,"Run Rabbit Run Trailer: Succession's Sarah Snook Leads Netflix Psychological Horror Film, Out June 28","run rabbit run trailer : success 's sarah snook lead netflix psycholog horror film , june 28",Positive
2023-05-26T14:00:02Z,The Devil Inside Was A Critical And Commercial Disaster – And It Deserves Further Study On Netflix,devil insid critic commerci disast – deserv studi netflix,Neutral
2023-05-31T07:00:36Z,A New British Horror Movie On Netflix Has Viewers 'Unable To Sleep',new british horror movi netflix viewer 'unabl sleep ',Positive
2023-05-03T12:00:10Z,Laya’s Horizon: el nuevo juego de Snowman en colaboración con Netflix,laya ’ horizon : el nuevo juego de snowman en colaboración con netflix,Neutral
2023-05-03T03:45:00Z,"As the writers' strike gets underway, Jon Stewart and John Mulaney cancel FYC events","writer ' strike get underway , jon stewart john mulaney cancel fyc event",Neutral
2023-05-04T00:54:55Z,Jamie Foxx breaks silence weeks after 'medical complication': 'Appreciate all the love',jami foxx break silenc week 'medic complic ' : 'appreci love ',Positive
2023-05-26T07:00:00Z,Memorial Day TV deals,memori day tv deal,Neutral
2023-05-23T00:00:12Z,Así te ayudará Netflix a gestionar mejor los títulos agregados en la sección «Mi lista»,así te ayudará netflix gestionar mejor lo título agregado en la sección « mi lista »,Neutral
2023-05-18T13:03:49Z,Nimona Trailer: Netflix Is Bringing The Queer Sci-Fi Fantasy Adventure Comic To The Screen,nimona trailer : netflix bring queer sci-fi fantasi adventur comic screen,Positive
2023-05-10T13:00:04Z,The Creator Of Cowboy Bebop Made A Netflix Anime Predicting The Dangers Of A.I. Art,creator cowboy bebop made netflix anim predict danger a.i . art,Neutral
2023-05-23T20:25:20Z,Skull Island Trailer: King Kong And The MonsterVerse Go Anime On Netflix,skull island trailer : king kong monstervers go anim netflix,Neutral
2023-05-03T09:06:10Z,"From mini rooms to streaming, things have changed since the last big writers' strike","mini room stream , thing chang sinc last big writer ' strike",Neutral
2023-05-31T21:33:50Z,Actor Danny Masterson is found guilty of 2 out of 3 counts of rape in retrial,actor danni masterson found guilti 2 3 count rape retrial,Neutral
2023-05-27T16:03:54Z,"Netflix : avec la fin du partage de compte, pensez-vous rester abonné ?","netflix : avec la fin du partag de compt , pensez-v rester abonné ?",Neutral
2023-05-18T07:45:10Z,Netflix renueva dos de sus series más vistas: 'Ginny y Georgia' tendrá temporadas 3 y 4 y 'Un lugar para soñar' continuará con su temporada 6,netflix renueva do de su seri má vista : 'ginni georgia ' tendrá temporada 3 4 'un lugar para soñar ' continuará con su temporada 6,Neutral
2023-05-17T17:15:00Z,"Netflix Is Seeking Top Rates for Advertising, but Madison Avenue Isn’t Too Impressed — Yet","netflix seek top rate advertis , madison avenu ’ impress — yet",Positive
2023-05-06T18:00:00Z,Will The Diplomat Get A Season 2?,diplomat get season 2 ?,Neutral
2023-05-10T12:05:00Z,Is Netflix Stock a Buy Now?,netflix stock buy ?,Neutral
2023-05-16T22:35:54Z,Chris Hemsworth channels the power of the gods in the Extraction 2 trailer,chri hemsworth channel power god extract 2 trailer,Neutral
2023-05-18T15:53:17Z,Why Netflix Stock Charged Higher Thursday Morning,netflix stock charg higher thursday morn,Positive
2023-05-21T21:06:18Z,Spanish Romance 'Through My Window: Across the Sea' Netflix Trailer,spanish romanc 'through window : across sea ' netflix trailer,Neutral
2023-05-22T10:40:07Z,"10 things in tech: Epstein appeared to threaten Gates, Apple gets its AI cut, and a Twitter hotel","10 thing tech : epstein appear threaten gate , appl get ai cut , twitter hotel",Neutral
2023-05-15T21:19:46Z,Rudy Giuliani hit with bombshell rape lawsuit; ex-staffer says he demanded oral sex while he took calls from Trump,rudi giuliani hit bombshel rape lawsuit ; ex-staff say demand oral sex took call trump,Neutral
2023-05-18T11:16:08Z,"10 things in tech: Musk believes remote work is morally wrong, BookTok a kingmaker, and AI press releases","10 thing tech : musk believ remot work moral wrong , booktok kingmak , ai press releas",Negative
2023-05-18T11:04:41Z,Big-name investors are going all-in on AI,big-nam investor go all-in ai,Neutral
2023-05-30T17:40:40Z,Tom Hanks' rant about the frustrations of movie night in the streaming era is hilarious — and right on the money,tom hank ' rant frustrat movi night stream era hilari — right money,Positive
2023-05-17T09:00:45Z,'I've never seen anyone work harder' - new show follows McGregor,' 've never seen anyon work harder ' - new show follow mcgregor,Positive
2023-05-03T14:04:23Z,"Las aventuras apocalípticas del niño ciervo llegan a su fin: Netflix renueva 'Sweet Tooth' para una temporada 3, que dará cierre a la magnífica serie","la aventura apocalíptica del niño ciervo llegan su fin : netflix renueva 'sweet tooth ' para una temporada 3 , que dará cierr la magnífica seri",Positive
2023-05-13T16:01:53Z,'Los hombres lobo de Castronegro' será una película: Netflix responde a HBO con una adaptación del popular juego de cartas,'lo hombr lobo de castronegro ' será una película : netflix respond hbo con una adaptación del popular juego de carta,Positive
2023-05-31T18:00:38Z,Netflix nos da una alegría con la temporada 2 de 'Bastard!!': el brutal anime de fantasía confirma su fecha de estreno con un tráiler cargado de heavy metal,netflix no da una alegría con la temporada 2 de 'bastard ! ! ' : el brutal anim de fantasía confirma su fecha de estreno con un tráiler cargado de heavi metal,Negative
2023-05-15T17:24:03Z,Trailer for Netflix Doc Series 'MerPeople' About Underwater Performers,trailer netflix doc seri 'merpeopl ' underwat perform,Neutral
2023-05-12T15:43:42Z,"The funniest joke suggestions for Elon Musk's Twitter CEO successor, from Elizabeth Holmes to Meghan Markle","funniest joke suggest elon musk 's twitter ceo successor , elizabeth holm meghan markl",Neutral
2023-05-16T11:30:08Z,An outsider's take on finding success on Wall Street,outsid 's take find success wall street,Positive
2023-05-15T16:30:00Z,‘Outlast’ Renewed For Season 2 By Netflix,‘ outlast ’ renew season 2 netflix,Neutral
2023-05-05T09:30:58Z,"""No se estrenará 'One Piece' hasta que yo esté satisfecho"". Eiichiro Oda reafirma su confianza en la serie de Netflix (aunque reconoce que el proceso ha sido ""algo frustrante"")",`` se estrenará 'one piec ' hasta que yo esté satisfecho '' . eiichiro oda reafirma su confianza en la seri de netflix ( aunqu reconoc que el proceso ha sido `` algo frustrant '' ),Neutral
2023-06-02T10:12:00Z,#TGIQF – Das Netflix-Quiz,# tgiqf – da netflix-quiz,Neutral
2023-06-02T14:15:02Z,Netflix : un projet de loi pour empêcher la fin du partage de compte,netflix : un projet de loi pour empêcher la fin du partag de compt,Neutral
2023-06-02T14:15:02Z,Netflix : une proposition de loi pour empêcher la fin du partage de compte,netflix : une proposit de loi pour empêcher la fin du partag de compt,Neutral
2023-06-02T09:30:20Z,"El Silencio : sur Netflix, cette série espagnole laisse les spectateurs sans voix","el silencio : sur netflix , cett série espagnol laiss le spectateur san voix",Neutral
2023-06-02T08:30:03Z,Netflix travaille sur un jeu consoles et PC qui s’annonce énorme,netflix travail sur un jeu consol et pc qui ’ annonc énorm,Neutral
2023-06-02T11:00:00Z,6 things you have to watch on TV this weekend,6 thing watch tv weekend,Neutral
2023-06-02T08:48:00Z,Actualité : Netflix : le député Louis Boyard veut une loi pour empêcher la fin du partage de comptes,actualité : netflix : le député loui boyard veut une loi pour empêcher la fin du partag de compt,Neutral
2023-06-02T10:34:54Z,Netflix : la fin du partage de comptes incite une large majorité d’entre vous à quitter la plateforme,netflix : la fin du partag de compt incit une larg majorité ’ entr vou à quitter la plateform,Neutral
2023-06-02T12:00:00Z,"Netflix : continuez à partager votre compte, vous ne risquez rien (c'est Netflix qui le dit) !","netflix : continuez à partag votr compt , vou ne risquez rien ( c'est netflix qui le dit ) !",Neutral
2023-05-16T14:35:34Z,Вышел трейлер «Операции по спасению — 2» с Крисом Хемсвортом,вышел трейлер « операции по спасению — 2 » с крисом хемсвортом,Neutral
2023-05-03T09:00:00Z,"Épisode d'émission : Gardiens de la Galaxie, Dune, Netflix : L'hebdo SVoD des Nums [03/05/2023]","épisod d'émission : gardien de la galaxi , dune , netflix : l'hebdo svod de num [ 03/05/2023 ]",Neutral
2023-05-04T16:00:00Z,What's Love Got To Do With It? review: Lily James in a well-meaning but misguided rom-com,'s love got ? review : lili jame well-mean misguid rom-com,Positive
2023-05-03T16:31:00Z,"Queen Charlotte: A Bridgerton Story review: So much to say, so little time","queen charlott : bridgerton stori review : much say , littl time",Positive
2023-05-12T10:00:00Z,Summer Art Preview,summer art preview,Neutral
2023-06-04T12:00:26Z,Amazon is reportedly trying to offer Prime subscribers free cell phone service,amazon reportedli tri offer prime subscrib free cell phone servic,Positive
2023-06-02T22:48:17Z,Netflix investors voted against rich pay packages for the company's top execs amid the ongoing Hollywood writers' strike,netflix investor vote rich pay packag compani 's top exec amid ongo hollywood writer ' strike,Positive
2023-06-03T13:00:00Z,"The 7 best movies new to streaming on Netflix, Max, Prime Video, and Hulu (June 2023)","7 best movi new stream netflix , max , prime video , hulu ( june 2023 )",Positive
2023-06-03T14:30:00Z,Disney Gets Big Write-Off After Pulling Its Streaming Shows,disney get big write-off pull stream show,Neutral
2023-06-02T22:25:37Z,Don’t Look Up director Adam McKay to triple donations to Just Stop Oil,’ look director adam mckay tripl donat stop oil,Neutral
2023-06-04T13:00:58Z,"Un año después, Netflix tiene el mismo problema que cuando empezó a atacar las cuentas compartidas: el contenido","un año despué , netflix tien el mismo problema que cuando empezó atacar la cuenta compartida : el contenido",Neutral
